,text,cleaned_text,topics
4212,War Thunder Official Gameplay Trailer #usa #gamersonly #football #pubglite #military #mobilegames #gametime #warthunderjets #lol #meme #dota #instagamer #gamecocks #android https://t.co/yEnVOYywP7,war thunder official gameplay trailer usa gamersonly football pubglite military mobilegames gametime warthunderjets lol meme dota instagamer gamecocks android ,"[2, 3]"
4213,"BBL | We are heading to the Playoffs! ⚔️

⏭️Get your tickets for this Friday's battle against the Flyers 👇
🎟️ https://t.co/lpNWrtLT45

#KnowOurName #WeAreCaledonia #GoGladiators #BritishBasketball https://t.co/Ujxw5pq8FM",bbl we are heading to the playoffs get your tickets for this friday battle against the flyers knowourname wearecaledonia gogladiators britishbasketball ,[3]
4214,"Our Coach House #nature #mindfulness #retreat venue is 1 YEAR OLD TODAY!
Here's Manager Patti: https://t.co/EErJCceaIW",our coach house nature mindfulness retreat venue is year old today here manager patti ,"[1, 4]"
4215,"Gabriel Jesus instrumental as Arsenal outgun Leeds

#gabrieljesus #arsenalfc #leeds #lufc #premierleague #epl

https://t.co/177ixPxjXN",gabriel jesus instrumental as arsenal outgun leeds gabrieljesus arsenalfc leeds lufc premierleague epl ,[1]
4216,"Most before manager trial our attention compare evening. 
#惠州 https://t.co/XySECYwOH1",most before manager trial our attention compare evening ,[5]
4217,New: MAT CFO 0.2 FTE and School Business Manager 0.8 FTE Kendal Cumbria England https://t.co/Vi3JLXJyQ4 #SchoolSupportJobs,new mat cfo fte and school business manager fte kendal cumbria england schoolsupportjobs,"[4, 5]"
4218,"By what fire are you burning, child of God, if you do not feel the slightest inclination to do something for the kingdom such as to serve and to give of your time for the sake of the gospel?

April 14 | Kyambogo College Football Pitch | 4PM EAT

#CatchTheFire2023 #KYUEdition",by what fire are you burning child of god if you do not feel the slightest inclination to do something for the kingdom such as to serve and to give of your time for the sake of the gospel april kyambogo college football pitch pm eat catchthefire kyuedition,[4]
4219,#ilcielostanotte Share a high quality replica football shirt website 📷 https://t.co/JFiGbauNST  You can buy it if you like it!  #SecretInvasion, ilcielostanotte share high quality replica football shirt website you can buy it if you like it secretinvasion,[4]
4220,"Leah Galton: The Manchester United striker admits she is unlikely to change her stance on not playing for England despite the format of the Women's Football League
https://t.co/0olfMKuiNm",leah galton the manchester united striker admits she is unlikely to change her stance on not playing for england despite the format of the women football league ,"[1, 3]"
4221,Referee bodycam trial: How bodycams are helping officials feel safer https://t.co/RpFarm7zVx,referee bodycam trial how bodycams are helping officials feel safer ,[3]
4222,Street Football in Balkans https://t.co/Wmb0qmQ1Mq,street football in balkans ,[3]
4223,Job offer: Front Desk Assistant Manager and Supervisors (Istanbul) https://t.co/FZm9SBdNa0 #jobs,job offer front desk assistant manager and supervisors istanbul jobs,[5]
4224,that player aggressively shoots the ball winning the playoffs and that player aggressively shoots the ball ending the game and that player aggressively dunks the basket ending the playoffs!,that player aggressively shoots the ball winning the playoffs and that player aggressively shoots the ball ending the game and that player aggressively dunks the basket ending the playoffs ,[1]
4225,Public Relations and Advertising Manager at SportPesa https://t.co/gWTDQOpxZx,public relations and advertising manager at sportpesa ,[5]
4226,Seven years (and counting) of Pep Guardiola as our manager. Grateful. 👑💙 @ManCity 💙 https://t.co/4pk93ebdVF,seven years and counting of pep guardiola as our manager grateful ,"[4, 5]"
4227,"#うひーメモ
投稿時間:2023-04-03 20:24:57
New England kit for Women&amp;#x27;s World Cup has blue shorts because of period concerns
https://t.co/6IZXSbXlqe
#ニュース", new england kit for women amp world cup has blue shorts because of period concerns ,[3]
4228,"Fulham, West Ham and Brentford have been credited with an interest in Burnley loanee Taylor Harwood-Bellis. The centre-back has spent this season on loan at Turf Moor from Manchester City. #FFC 🌑⚪
https://t.co/YcnjXwU7N3",fulham west ham and brentford have been credited with an interest in burnley loanee taylor harwood bellis the centre back has spent this season on loan at turf moor from manchester city ffc ,[1]
4229,"🏈🍖#CarnivoreDiet in #AmericanFootball: A Thread🔥
1/ 🚀 Boosted performance: Carnivore diet may increase energy levels &amp; reduce inflammation. Higher protein intake fuels muscle growth &amp; strength. Perfect for football players pushing their limits on the field! 💪
#Carnivore https://t.co/QkqOizG3Ec", carnivorediet in americanfootball thread boosted performance carnivore diet may increase energy levels amp reduce inflammation higher protein intake fuels muscle growth amp strength perfect for football players pushing their limits on the field carnivore ,"[0, 3]"
4230,"Making fun of Sabaton music using Sabaton singer himself: magic! [Not to say making fun of italian feelings for a football game] 😂😂😂

NANOWAR OF STEEL - Pasadena 1994 (feat. Joakim Brodén of Sabaton) (Offic... https://t.co/6a9XZFCRya via @YouTube",making fun of sabaton music using sabaton singer himself magic not to say making fun of italian feelings for football game nanowar of steel pasadena feat joakim brod of sabaton offic via ,[3]
4231,Forgot to post evidence of Sunday Football. Your boi bagged two goals as well😎 https://t.co/20TGqa3v7s,forgot to post evidence of sunday football your boi bagged two goals as well ,"[0, 2, 3, 5]"
4232,"Selena Gomez thanks ‘bestie’ Taylor Swift for ‘euphoric’ Eras Tour show
https://t.co/QK0SEKq7mC

#SelenaGomez #TaylorSwift #Chrisean #Kyrie #Natalie https://t.co/iHI3FcEHWW",selena gomez thanks bestie taylor swift for euphoric eras tour show selenagomez taylorswift chrisean kyrie natalie ,[0]
4233,"Luis Diaz and Thiago Alcantara injury updates provided by Jurgen Klopp #LFC 

https://t.co/lsu3Elt8y0",luis diaz and thiago alcantara injury updates provided by jurgen klopp lfc ,[5]
4234,"Had a wee call out for a repair in here this morning. @LinlithgowRose 

Busy wee place with guys working on the pitch and the kit man getting the kit ready for tomorrow's away trip. 

Volunteers are the unsung hero's of lower league football in Scotland. 👏👏👏 https://t.co/H5TQ3lm6su",had wee call out for repair in here this morning busy wee place with guys working on the pitch and the kit man getting the kit ready for tomorrow away trip volunteers are the unsung hero of lower league football in scotland ,"[0, 1, 3]"
4235,"RONALDO PROMO ATTENDANCE
3rd APRIL 2023

— like this tweet (checking)
— drop your @ (required)

non-members drop your handle",ronaldo promo attendance rd april like this tweet checking drop your required non members drop your handle,"[0, 1]"
4236,"www Surdashery com 
Adidas Tiro Flower Pattern Soccer Jersey
#adidas #tiro #soccer #football #flowers #mileycryus #ootd #beisbol #gymaddict #roses https://t.co/YYwcfJ9p4d",www surdashery com adidas tiro flower pattern soccer jersey adidas tiro soccer football flowers mileycryus ootd beisbol gymaddict roses ,"[3, 5]"
4237,"The New York Rangers have just five games remaining on the regular season, so there isn’t much time for them to completely work out all their struggles. However, the Blueshirts’ previous two games prior to beating the Washington Capitals on Sunday

https://t.co/PjOqrBZL3H",the new york rangers have just five games remaining on the regular season so there isn much time for them to completely work out all their struggles however the blueshirts previous two games prior to beating the washington capitals on sunday ,"[1, 3]"
4238,Need to rest my voice muna and watching u all  while im waiting u all to stand as one and walk on the reign together stand on my side and sit on my side @MariahCarey  she my choosen cause she is my manager  thats i remember...for join band @westlifemusic hug u all 🙏🙏🙏❤️🌛🌟🌞,need to rest my voice muna and watching all while im waiting all to stand as one and walk on the reign together stand on my side and sit on my side she my choosen cause she is my manager thats remember for join band hug all ,[4]
4239,"As a Project Manager, here are list of terms you must include in your résumé and conversations;

- Milestones
- Scope 
- Scope creep
- Deliverables
- Dependencies
- Project timeline
- Key performance indicators (KPIs)
- Business case
- Contingency

#projectmanagement",as project manager here are list of terms you must include in your sum and conversations milestones scope scope creep deliverables dependencies project timeline key performance indicators kpis business case contingency projectmanagement,[4]
4240,The average NFL owner is 75–and not rich enough to hang onto their team | Fortune https://t.co/4NVPiNktXp,the average nfl owner is and not rich enough to hang onto their team fortune ,[3]
4241,Do not understand the clamour from some #THFC fans for Kompany. Forget for a second he’ll clearly want the City job eventually he’s also been a manager 2mins with a relative failure at his first club. Burnley been battered by the 2 PL teams they’ve played this season too.,do not understand the clamour from some thfc fans for kompany forget for second he ll clearly want the city job eventually he also been manager mins with relative failure at his first club burnley been battered by the pl teams they ve played this season too ,"[1, 3, 4]"
4242,#NapoliMilan  Share a high quality replica football shirt website 📷 https://t.co/JFiGbauNST  You can buy it if you like it!, napolimilan share high quality replica football shirt website you can buy it if you like it ,[4]
4243,"Parents who object to a sports cheat destroying their daughters dreams are to be offered LGBTQI training to gaslight them into submission.
#SaveWomensSports 
https://t.co/C34oXcwq44 via @MailOnline",parents who object to sports cheat destroying their daughters dreams are to be offered lgbtqi training to gaslight them into submission savewomenssports via ,[5]
