text,date,raw_text_length,year,month,cleaned_text,cleaned_text_length
"The problem for PML-N….they are going to be left high and dry when it comes to disobeying the court orders. They are so stupid or possibly so far in, that they can’t see how this past years disaster will all fall on them. Couldn’t happen to a nicer fascist party",2023-04-03 08:56:46+00:00,50,2023,04,the problem for pml they are going to be left high and dry when it comes to disobeying the court orders they are so stupid or possibly so far in that they can see how this past years disaster will all fall on them couldn happen to nicer fascist party,50
"COVID-19 is a new coronavirus that has caused significant outbreaks in multiple countries. There is still much we do not know about this virus, but our Sub has valuable information on how to protect yourself and what to do if you are affected by this virus.",2023-04-03 08:56:39+00:00,46,2023,04,covid is new coronavirus that has caused significant outbreaks in multiple countries there is still much we do not know about this virus but our sub has valuable information on how to protect yourself and what to do if you are affected by this virus ,45
H3N2 Virus In India What Are Some Prolonged Effects of #H3N2 6 https://t.co/MNmYSIY2yU #aftereffectsofh3n2 #covid #flu #h3n2aftereffects #h3n2inindia #h3n2india #h3n2influenzavirus #h3n2precaitions #h3n2prevention #h3n2sideeffects #h3n2symptoms #h3n2tipsforrecovery #h3n2treatment,2023-04-03 08:56:37+00:00,26,2023,04,hn virus in india what are some prolonged effects of hn aftereffectsofhn covid flu hnaftereffects hninindia hnindia hninfluenzavirus hnprecaitions hnprevention hnsideeffects hnsymptoms hntipsforrecovery hntreatment,24
"The CCP is the biggest culprit behind the global COVID-19 vaccine disaster

#CCPVaccines #CCPvirus #COVID #Vaccinesideeffects #Ivermectin #FDA #CDC #mRNA #MEGA #UK #USA #CANADA #Australia #NewZealand #NZ #EU821
#freeMilesGuo #FreeYvetteWang https://t.co/gkItrCSOOY",2023-04-03 08:56:27+00:00,31,2023,04,the ccp is the biggest culprit behind the global covid vaccine disaster ccpvaccines ccpvirus covid vaccinesideeffects ivermectin fda cdc mrna mega uk usa canada australia newzealand nz eu freemilesguo freeyvettewang ,30
Manchester Arena survivors to take 'disaster troll' to court - BBC News https://t.co/Y0zGM8hLep,2023-04-03 08:56:00+00:00,13,2023,04,manchester arena survivors to take disaster troll to court bbc news ,11
"🤒 Do you know your #sickday rules?

When you have diabetes, being ill with a virus or infection can be really serious and make your blood sugars harder to manage.

Sick day rules tell you what to do when you’re feeling unwell and have diabetes. Read more: https://t.co/dYGfbbpvlb https://t.co/5HipouFV0w",2023-04-03 08:55:57+00:00,49,2023,04, do you know your sickday rules when you have diabetes being ill with virus or infection can be really serious and make your blood sugars harder to manage sick day rules tell you what to do when you re feeling unwell and have diabetes read more ,46
This is how your free anti-virus software  works on your pc😂 https://t.co/P6GwvETr2m,2023-04-03 08:55:56+00:00,12,2023,04,this is how your free anti virus software works on your pc ,12
MY NAMES EMILY AND IM FIIIIVE I LIKE PLAYING ROBLOX AND I LIKE GOING OUTSIIIIDEEEE I MISS SCHOOL BUT IM STUCK INSIIDERE THIS VIRUS HAS ME LOSING MY MIIINDDDD,2023-04-03 08:55:11+00:00,29,2023,04,my names emily and im fiiiive like playing roblox and like going outsiiiideeee miss school but im stuck insiidere this virus has me losing my miiindddd,26
"So, it is to be war between us! But this time, clever friend, the disaster will be yours!",2023-04-03 08:54:43+00:00,18,2023,04,so it is to be war between us but this time clever friend the disaster will be yours ,18
The real virus is Artificial Intelligence. It’s been released on humanity. It is unstoppable and they know it.,2023-04-03 08:54:33+00:00,18,2023,04,the real virus is artificial intelligence it been released on humanity it is unstoppable and they know it ,18
* gradually becomes a disaster*,2023-04-03 08:54:16+00:00,5,2023,04, gradually becomes disaster ,3
"It's been linked to birth defects in babies born to mothers who have been infected with Zika. There's currently no cure or vaccine available for Zika virus, which means that you should take steps to protect yourself from getting infected.",2023-04-03 08:54:13+00:00,40,2023,04,it been linked to birth defects in babies born to mothers who have been infected with zika there currently no cure or vaccine available for zika virus which means that you should take steps to protect yourself from getting infected ,40
COVID-19: Virus Deaths vs. Vaccine Deaths - Rasmussen Reports® https://t.co/MN2XECZEIl,2023-04-03 08:54:07+00:00,10,2023,04,covid virus deaths vs vaccine deaths rasmussen reports ,8
D4 virus #视频爱爱 equalize #公交车 facet #妓女 transparency #制服 dust #1对1 ripple #少妇 ultimate #舔脚 daubs #绿奴 https://t.co/tgetJihKW9,2023-04-03 08:53:46+00:00,18,2023,04,d virus equalize facet transparency dust ripple ultimate daubs ,9
Another #sweets eating #Anaconda #snake sneaking #game. Enjoy at: https://t.co/bNz7DuSYIy,2023-04-03 08:53:10+00:00,10,2023,04,another sweets eating anaconda snake sneaking game enjoy at ,9
"Tell Yourself, “I Refuse To Fear!”

Have no fear of sudden disaster or of the ruin that overtakes the wicked, for the Lord will be at your side and will keep your foot from being snared (Proverbs 3:25-26).",2023-04-03 08:53:10+00:00,38,2023,04,tell yourself refuse to fear have no fear of sudden disaster or of the ruin that overtakes the wicked for the lord will be at your side and will keep your foot from being snared proverbs ,36
"As of July 28th, there have been 15 confirmed PCR test cases at UC Davis Medical Center. It is unclear how many of these are symptomatic individuals and how many are asymptomatic carriers. All PCR test cases were found through routine screening for West Nile Virus.",2023-04-03 08:53:08+00:00,46,2023,04,as of july th there have been confirmed pcr test cases at uc davis medical center it is unclear how many of these are symptomatic individuals and how many are asymptomatic carriers all pcr test cases were found through routine screening for west nile virus ,45
"#New 🔥 🔥🔥fluorecare® Rubella Virus IgG Antibody (RV-IgG) Diagnostic Kit
- Immunochromatographic Assay
- fluorecare® FIA Quantitative POCT Platform

#Microprofit #fluorecare #RubellaVirusIgGAntibody #RVIgG #POCT #FIA #IVD #Immunochromatographic #Quantitative https://t.co/hF1juagZZM",2023-04-03 08:53:07+00:00,29,2023,04, new fluorecare rubella virus igg antibody rv igg diagnostic kit immunochromatographic assay fluorecare fia quantitative poct platform microprofit fluorecare rubellavirusiggantibody rvigg poct fia ivd immunochromatographic quantitative ,26
"PCR confirmed Zika cases in Hawaii:There have been a total of six confirmed Zika cases in Hawaii so far this year. Out of the six confirmed cases, three are women and three are men. All six cases have had travel-related exposure to the virus.",2023-04-03 08:53:03+00:00,44,2023,04,pcr confirmed zika cases in hawaii there have been total of six confirmed zika cases in hawaii so far this year out of the six confirmed cases three are women and three are men all six cases have had travel related exposure to the virus ,45
"Amid food stampedes and with even soldiers' supplies cut, Pakistan is on the brink of disaster https://t.co/a2HU9b2bpy",2023-04-03 08:53:03+00:00,17,2023,04,amid food stampedes and with even soldiers supplies cut pakistan is on the brink of disaster ,16
"Now Hiring: Legal Operations Manager at Gilead Sciences (Foster City, CA) https://t.co/bBoMMRHLOO #legalsupport #legalassistant",2023-04-03 11:38:05+00:00,14,2023,04,now hiring legal operations manager at gilead sciences foster city ca legalsupport legalassistant,13
Who loves college football more than this guy? https://t.co/RWrW8q4oyf,2023-04-03 11:38:03+00:00,9,2023,04,who loves college football more than this guy ,8
https://t.co/7Xf7vGZJXS Comparing every Premier League club's wage bill to its league ... - Planet Football https://t.co/oRE9had57l,2023-04-03 11:38:02+00:00,16,2023,04, comparing every premier league club wage bill to its league planet football ,12
MESSI’S HEAD oh!!!!!!!!!!!!!!,2023-04-03 11:38:01+00:00,3,2023,04,messi head oh ,3
The only thing i love about Lionel Messi 🇦🇷......,2023-04-03 11:38:01+00:00,9,2023,04,the only thing love about lionel messi ,7
"Texas High School Football: Top 10 LB Candidates in 2024 - P6 
https://t.co/6xzzQ3c4yk 

@MarkusBoswell
@payton_pierce26
@SylvalieMichael
@MarkCooqer
@2_Mitch_Melton",2023-04-03 11:38:00+00:00,18,2023,04,texas high school football top lb candidates in pierce mitch melton,11
Suddenly stopped worrying about football. Hello 보쌈아 #swfc  #kittens #고양이 https://t.co/XpUx2cpYMZ,2023-04-03 11:38:00+00:00,11,2023,04,suddenly stopped worrying about football hello swfc kittens ,8
"Professor later land manager industry throughout more year. 
#苏州 https://t.co/mxgo6ksrRL",2023-04-03 11:37:59+00:00,10,2023,04,professor later land manager industry throughout more year ,8
All i need now is a new martial contract and 10haag will officially be a wack manager.,2023-04-03 11:37:57+00:00,17,2023,04,all need now is new martial contract and haag will officially be wack manager ,14
You preferred Weghorst upfront to Ronaldo - Piers Morgan takes dig at Ten Hag - EPL - https://t.co/oUMbbmn7Jn #Sport  #EPL #PiersMorgan #TenHag #BBnaija #Messi #Wizkid #Davido,2023-04-03 11:37:54+00:00,26,2023,04,you preferred weghorst upfront to ronaldo piers morgan takes dig at ten hag epl sport epl piersmorgan tenhag bbnaija messi wizkid davido,22
"Order site rather manager great age. 
#苏州 https://t.co/m7UTi0gRP9",2023-04-03 11:37:54+00:00,8,2023,04,order site rather manager great age ,6
